,InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
710,69273,546,401,72278,3,2291,2001,2,11,2022-05-12,18521,False,,,"Shop 226, 1642 Jantunen Crescent",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70323""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T07:40:00"",""ConNote"":""EAN-125-70323"",""DriverID"":10,""Latitude"":25.6937130,""Longitude"":-80.1628248,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T07:40:00"",""ReceivedBy"":""Debraj Sanyal""}",2016-05-13 07:40:00,Debraj Sanyal,10,2016-05-13 07:00:00
711,69274,1016,1016,72279,3,3216,3216,8,11,2022-05-12,19253,False,,,"Unit 26, 1377 Marten Street",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70324""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T07:45:00"",""ConNote"":""EAN-125-70324"",""DriverID"":10,""Latitude"":37.9808617,""Longitude"":-96.0102700,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T07:45:00"",""ReceivedBy"":""Aive Petrov""}",2016-05-13 07:45:00,Aive Petrov,10,2016-05-13 07:00:00
712,69275,136,1,72280,3,1271,1001,2,11,2022-05-12,14513,False,,,"Shop 284, 1909 Cosic Crescent",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70325""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T07:50:00"",""ConNote"":""EAN-125-70325"",""DriverID"":10,""Latitude"":37.9796525,""Longitude"":-118.3215086,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T07:50:00"",""ReceivedBy"":""Anirban Sen""}",2016-05-13 07:50:00,Anirban Sen,10,2016-05-13 07:00:00
713,69276,551,401,72281,3,2301,2001,8,11,2022-05-12,16884,False,,,"Unit 7, 833 Pasek Boulevard",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70326""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T07:55:00"",""ConNote"":""EAN-125-70326"",""DriverID"":10,""Latitude"":38.2989422,""Longitude"":-86.9549972,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T07:55:00"",""ReceivedBy"":""Parveen Haldar""}",2016-05-13 07:55:00,Parveen Haldar,10,2016-05-13 07:00:00
714,69277,449,401,72282,3,2097,2001,20,11,2022-05-12,16970,False,,,"Suite 120, 1400 Kongpaisarn Street",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70327""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:00:00"",""ConNote"":""EAN-125-70327"",""DriverID"":10,""Latitude"":39.1945484,""Longitude"":-78.6041789,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:00:00"",""ReceivedBy"":""Catalina Nechita""}",2016-05-13 08:00:00,Catalina Nechita,10,2016-05-13 07:00:00
715,69278,543,401,72283,3,2285,2001,16,11,2022-05-12,11732,False,,,"Shop 234, 390 Korjus Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70328""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:05:00"",""ConNote"":""EAN-125-70328"",""DriverID"":10,""Latitude"":43.2250269,""Longitude"":-82.5246458,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T08:05:00"",""ReceivedBy"":""Abhaya Rambhatla""}",2016-05-13 08:05:00,Abhaya Rambhatla,10,2016-05-13 07:00:00
716,69279,155,1,72284,3,1309,1001,3,11,2022-05-12,14427,False,,,"Suite 45, 234 Benda Crescent",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70329""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:10:00"",""ConNote"":""EAN-125-70329"",""DriverID"":10,""Latitude"":45.9205077,""Longitude"":-89.6634802,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:10:00"",""ReceivedBy"":""Michal Polaskova""}",2016-05-13 08:10:00,Michal Polaskova,10,2016-05-13 07:00:00
717,69280,842,842,72285,3,3042,3042,14,11,2022-05-12,12393,False,,,"Suite 20, 1104 Podnieks Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70330""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:15:00"",""ConNote"":""EAN-125-70330"",""DriverID"":10,""Latitude"":47.3330045,""Longitude"":-93.7927173,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:15:00"",""ReceivedBy"":""Biju Deb""}",2016-05-13 08:15:00,Biju Deb,10,2016-05-13 07:00:00
718,69281,441,401,72286,3,2081,2001,15,11,2022-05-12,15277,False,,,"Suite 292, 830 Sal Crescent",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70331""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:20:00"",""ConNote"":""EAN-125-70331"",""DriverID"":10,""Latitude"":40.7303058,""Longitude"":-91.9623949,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:20:00"",""ReceivedBy"":""Kajsa Jakobsson""}",2016-05-13 08:20:00,Kajsa Jakobsson,10,2016-05-13 07:00:00
719,69282,468,401,72287,3,2135,2001,8,11,2022-05-12,17140,False,,,"Unit 234, 1356 Molina Crescent",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70332""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:25:00"",""ConNote"":""EAN-125-70332"",""DriverID"":10,""Latitude"":45.3477401,""Longitude"":-95.2383563,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:25:00"",""ReceivedBy"":""Linda Green""}",2016-05-13 08:25:00,Linda Green,10,2016-05-13 07:00:00
720,69283,860,860,72288,3,3060,3060,13,11,2022-05-12,12713,False,,,"Unit 5, 201 Glissen Lane",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70333""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:30:00"",""ConNote"":""EAN-125-70333"",""DriverID"":10,""Latitude"":46.5352220,""Longitude"":-89.2812556,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:30:00"",""ReceivedBy"":""Marcela Lucescu""}",2016-05-13 08:30:00,Marcela Lucescu,10,2016-05-13 07:00:00
721,69284,106,1,72289,3,1211,1001,2,11,2022-05-12,19072,False,,,"Unit 23, 1991 Clark Street",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70334""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:35:00"",""ConNote"":""EAN-125-70334"",""DriverID"":10,""Latitude"":31.5687256,""Longitude"":-111.0523071,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:35:00"",""ReceivedBy"":""Shiva Pipalia""}",2016-05-13 08:35:00,Shiva Pipalia,10,2016-05-13 07:00:00
722,69285,201,1,72290,3,1401,1001,7,11,2022-05-12,15702,False,,,"Unit 38, 658 Azevedo Lane",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70335""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:40:00"",""ConNote"":""EAN-125-70335"",""DriverID"":10,""Latitude"":47.4914884,""Longitude"":-122.2542892,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:40:00"",""ReceivedBy"":""Brenda Morgan""}",2016-05-13 08:40:00,Brenda Morgan,10,2016-05-13 07:00:00
723,69286,427,401,72291,3,2053,2001,2,11,2022-05-12,18874,False,,,"Shop 205, 840 Rezaei Lane",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70336""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:45:00"",""ConNote"":""EAN-125-70336"",""DriverID"":10,""Latitude"":42.7697810,""Longitude"":-78.8664229,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:45:00"",""ReceivedBy"":""Ivica LuÄic""}",2016-05-13 08:45:00,Ivica LuÄic,10,2016-05-13 07:00:00
724,69287,954,954,72292,3,3154,3154,7,11,2022-05-12,13170,False,,,"Suite 12, 588 Cirulis Lane",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70337""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:50:00"",""ConNote"":""EAN-125-70337"",""DriverID"":10,""Latitude"":30.4099215,""Longitude"":-86.6630098,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:50:00"",""ReceivedBy"":""Nasrin Omidzadeh""}",2016-05-13 08:50:00,Nasrin Omidzadeh,10,2016-05-13 07:00:00
725,69288,978,978,72293,3,3178,3178,2,11,2022-05-12,18122,False,,,"Shop 14, 1123 Thakur Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70338""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T08:55:00"",""ConNote"":""EAN-125-70338"",""DriverID"":10,""Latitude"":34.8296820,""Longitude"":-104.6221654,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T08:55:00"",""ReceivedBy"":""Baalaamjali Devulapalli""}",2016-05-13 08:55:00,Baalaamjali Devulapalli,10,2016-05-13 07:00:00
726,69289,959,959,72294,3,3159,3159,6,11,2022-05-12,10789,False,,,"Suite 4, 438 Desforges Road",,1,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70339""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:00:00"",""ConNote"":""EAN-125-70339"",""DriverID"":10,""Latitude"":43.9584129,""Longitude"":-69.6306020,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:00:00"",""ReceivedBy"":""Dhaatri Chavva""}",2016-05-13 09:00:00,Dhaatri Chavva,10,2016-05-13 07:00:00
727,69290,541,401,72295,3,2281,2001,16,11,2022-05-12,19457,False,,,"Unit 107, 1679 Modi Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70340""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:05:00"",""ConNote"":""EAN-125-70340"",""DriverID"":10,""Latitude"":39.7901134,""Longitude"":-75.2376834,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:05:00"",""ReceivedBy"":""Angelina Gormanston""}",2016-05-13 09:05:00,Angelina Gormanston,10,2016-05-13 07:00:00
728,69291,498,401,72296,3,2195,2001,16,11,2022-05-12,11694,False,,,"Shop 241, 1168 Jovicevic Boulevard",,4,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70341""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:10:00"",""ConNote"":""EAN-125-70341"",""DriverID"":10,""Latitude"":39.8789527,""Longitude"":-82.9507363,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:10:00"",""ReceivedBy"":""Devi Dewangan""}",2016-05-13 09:10:00,Devi Dewangan,10,2016-05-13 07:00:00
729,69292,157,1,72297,3,1313,1001,20,11,2022-05-12,18382,False,,,"Suite 187, 1962 Celik Road",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70342""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:15:00"",""ConNote"":""EAN-125-70342"",""DriverID"":10,""Latitude"":33.6987135,""Longitude"":-85.8396879,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:15:00"",""ReceivedBy"":""Peter Macias""}",2016-05-13 09:15:00,Peter Macias,10,2016-05-13 07:00:00
730,69293,192,1,72298,3,1383,1001,3,11,2022-05-12,18823,False,,,"Shop 264, 978 Edden Street",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70343""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:20:00"",""ConNote"":""EAN-125-70343"",""DriverID"":10,""Latitude"":35.8903166,""Longitude"":-104.8036063,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T09:20:00"",""ReceivedBy"":""Daniel Magnusson""}",2016-05-13 09:20:00,Daniel Magnusson,10,2016-05-13 07:00:00
731,69294,451,401,72299,3,2101,2001,2,11,2022-05-12,10241,False,,,"Unit 16, 1854 Ankitham Avenue",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70344""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:25:00"",""ConNote"":""EAN-125-70344"",""DriverID"":10,""Latitude"":42.6204847,""Longitude"":-110.9143626,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:25:00"",""ReceivedBy"":""Aakriti Bhamidipati""}",2016-05-13 09:25:00,Aakriti Bhamidipati,10,2016-05-13 07:00:00
732,69295,1044,1044,72300,3,3244,3244,7,11,2022-05-12,15154,False,,,"Shop 27, 835 Kamala Lane",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70345""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:30:00"",""ConNote"":""EAN-125-70345"",""DriverID"":10,""Latitude"":30.0207608,""Longitude"":-92.1826264,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T09:30:00"",""ReceivedBy"":""Hanita Nookala""}",2016-05-13 09:30:00,Hanita Nookala,10,2016-05-13 07:00:00
733,69296,873,873,72301,3,3073,3073,20,11,2022-05-12,10952,False,,,"Suite 10, 1826 Semjonov Boulevard",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70346""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:35:00"",""ConNote"":""EAN-125-70346"",""DriverID"":10,""Latitude"":35.1725399,""Longitude"":-107.3689356,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:35:00"",""ReceivedBy"":""Hana Hlouskova""}",2016-05-13 09:35:00,Hana Hlouskova,10,2016-05-13 07:00:00
734,69297,935,935,72302,3,3135,3135,2,11,2022-05-12,14507,False,,,"Suite 25, 1690 Poddar Avenue",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70347""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:40:00"",""ConNote"":""EAN-125-70347"",""DriverID"":10,""Latitude"":39.7006692,""Longitude"":-75.4693628,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T09:40:00"",""ReceivedBy"":""Daevasree Samavedam""}",2016-05-13 09:40:00,Daevasree Samavedam,10,2016-05-13 07:00:00
735,69298,882,882,72303,3,3082,3082,15,11,2022-05-12,13733,False,,,"Unit 9, 1722 Dixit Road",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70348""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:45:00"",""ConNote"":""EAN-125-70348"",""DriverID"":10,""Latitude"":38.6553637,""Longitude"":-81.9512481,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:45:00"",""ReceivedBy"":""Maryann Huddleston""}",2016-05-13 09:45:00,Maryann Huddleston,10,2016-05-13 07:00:00
736,69299,971,971,72304,3,3171,3171,14,11,2022-05-12,19153,False,,,"Shop 23, 1827 Kustrin Boulevard",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70349""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:50:00"",""ConNote"":""EAN-125-70349"",""DriverID"":10,""Latitude"":59.7567965,""Longitude"":-154.9110837,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:50:00"",""ReceivedBy"":""Dhanishta Mokkapati""}",2016-05-13 09:50:00,Dhanishta Mokkapati,10,2016-05-13 07:00:00
737,69300,109,1,72305,3,1217,1001,16,11,2022-05-12,13412,False,,,"Unit 174, 939 Sanyal Crescent",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70350""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T09:55:00"",""ConNote"":""EAN-125-70350"",""DriverID"":10,""Latitude"":33.5005827,""Longitude"":-117.7431097,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T09:55:00"",""ReceivedBy"":""Ae-Cha Joo""}",2016-05-13 09:55:00,Ae-Cha Joo,10,2016-05-13 07:00:00
738,69301,561,401,72306,3,2321,2001,15,11,2022-05-12,13146,False,,,"Shop 88, 1444 Leigh Crescent",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70351""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:00:00"",""ConNote"":""EAN-125-70351"",""DriverID"":10,""Latitude"":32.4373580,""Longitude"":-87.2388839,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:00:00"",""ReceivedBy"":""Nguyet Bach""}",2016-05-13 10:00:00,Nguyet Bach,10,2016-05-13 07:00:00
739,69302,113,1,72307,3,1225,1001,7,11,2022-05-12,10934,False,,,"Shop 52, 1566 Holy Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70352""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:05:00"",""ConNote"":""EAN-125-70352"",""DriverID"":10,""Latitude"":35.1214409,""Longitude"":-105.2769498,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:05:00"",""ReceivedBy"":""Jae-Hwa Jang""}",2016-05-13 10:05:00,Jae-Hwa Jang,10,2016-05-13 07:00:00
740,69303,918,918,72308,3,3118,3118,13,11,2022-05-12,12906,False,,,"Shop 12, 1633 Kanaparthi Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70353""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:10:00"",""ConNote"":""EAN-125-70353"",""DriverID"":10,""Latitude"":46.4243971,""Longitude"":-110.0729640,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:10:00"",""ReceivedBy"":""Isidora Morales""}",2016-05-13 10:10:00,Isidora Morales,10,2016-05-13 07:00:00
741,69304,98,1,72309,3,1195,1001,6,11,2022-05-12,10716,False,,,"Unit 30, 1437 Ahmadian Avenue",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70354""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:15:00"",""ConNote"":""EAN-125-70354"",""DriverID"":10,""Latitude"":32.7920000,""Longitude"":-115.5630514,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T10:15:00"",""ReceivedBy"":""Timea Peto""}",2016-05-13 10:15:00,Timea Peto,10,2016-05-13 07:00:00
742,69305,532,401,72310,3,2263,2001,2,11,2022-05-12,16484,False,,,"Suite 98, 1275 Haldar Street",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70355""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:20:00"",""ConNote"":""EAN-125-70355"",""DriverID"":10,""Latitude"":31.2135511,""Longitude"":-82.3540178,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:20:00"",""ReceivedBy"":""Akhtar Shahrestaani""}",2016-05-13 10:20:00,Akhtar Shahrestaani,10,2016-05-13 07:00:00
743,69306,9,1,72311,3,1017,1001,15,11,2022-05-12,17662,False,,,"Shop 33, 25 Kasesalu Street",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70356""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:25:00"",""ConNote"":""EAN-125-70356"",""DriverID"":10,""Latitude"":40.8989877,""Longitude"":-74.7065516,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:25:00"",""ReceivedBy"":""Sointu Aalto""}",2016-05-13 10:25:00,Sointu Aalto,10,2016-05-13 07:00:00
744,69307,189,1,72312,3,1377,1001,6,11,2022-05-12,10138,False,,,"Suite 49, 1847 Alladi Street",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70357""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:30:00"",""ConNote"":""EAN-125-70357"",""DriverID"":10,""Latitude"":41.2459149,""Longitude"":-75.8813075,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:30:00"",""ReceivedBy"":""Sara Charlton""}",2016-05-13 10:30:00,Sara Charlton,10,2016-05-13 07:00:00
745,69308,2,1,72313,3,1003,1001,3,11,2022-05-12,10214,False,,,"Shop 245, 705 Dita Lane",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70358""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:35:00"",""ConNote"":""EAN-125-70358"",""DriverID"":10,""Latitude"":48.7163356,""Longitude"":-115.8743507,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:35:00"",""ReceivedBy"":""Lorena Cindric""}",2016-05-13 10:35:00,Lorena Cindric,10,2016-05-13 07:00:00
746,69309,31,1,72314,3,1061,1001,8,11,2022-05-12,17513,False,,,"Shop 238, 1584 Hadrabova Street",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70359""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:40:00"",""ConNote"":""EAN-125-70359"",""DriverID"":10,""Latitude"":48.0150980,""Longitude"":-122.0637425,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:40:00"",""ReceivedBy"":""Kimberly Pace""}",2016-05-13 10:40:00,Kimberly Pace,10,2016-05-13 07:00:00
747,69310,82,1,72315,3,1163,1001,3,11,2022-05-12,18437,False,,,"Suite 166, 1708 Ankitham Street",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70360""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:45:00"",""ConNote"":""EAN-125-70360"",""DriverID"":10,""Latitude"":35.9417050,""Longitude"":-105.2491779,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:45:00"",""ReceivedBy"":""Rakesh Nishad""}",2016-05-13 10:45:00,Rakesh Nishad,10,2016-05-13 07:00:00
748,69311,523,401,72316,3,2245,2001,7,11,2022-05-12,10820,False,,,"Shop 64, 36 Klaus Boulevard",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70361""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:50:00"",""ConNote"":""EAN-125-70361"",""DriverID"":10,""Latitude"":39.6586918,""Longitude"":-79.6411594,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T10:50:00"",""ReceivedBy"":""Ankolika Sen""}",2016-05-13 10:50:00,Ankolika Sen,10,2016-05-13 07:00:00
749,69312,1037,1037,72317,3,3237,3237,15,11,2022-05-12,19727,False,,,"Shop 12, 1951 Victoria Avenue",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70362""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T10:55:00"",""ConNote"":""EAN-125-70362"",""DriverID"":10,""Latitude"":34.3076471,""Longitude"":-80.9603643,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T10:55:00"",""ReceivedBy"":""David Jaramillo""}",2016-05-13 10:55:00,David Jaramillo,10,2016-05-13 07:00:00
750,69313,1050,1050,72318,3,3250,3250,13,11,2022-05-12,10213,False,,,"Suite 5, 1064 Eugen Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70363""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T11:00:00"",""ConNote"":""EAN-125-70363"",""DriverID"":10,""Latitude"":18.0819088,""Longitude"":-65.7979390,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-13T11:00:00"",""ReceivedBy"":""Amrita Ganguly""}",2016-05-13 11:00:00,Amrita Ganguly,10,2016-05-13 07:00:00
751,69314,984,984,72319,3,3184,3184,7,11,2022-05-12,13673,False,,,"Suite 5, 1233 Jantunen Street",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-12T12:00:00"",""ConNote"":""EAN-125-70364""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-13T11:05:00"",""ConNote"":""EAN-125-70364"",""DriverID"":10,""Latitude"":39.8773356,""Longitude"":-75.0646165,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-13T11:05:00"",""ReceivedBy"":""Kamala Nishad""}",2016-05-13 11:05:00,Kamala Nishad,10,2016-05-13 07:00:00
